artist,genres
Hard-FI,"['alternative dance', 'britpop', 'indie rock', 'modern rock', 'new rave', 'rock']"
Britt Nicole,"['ccm', 'cedm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']"
Joell Ortiz,"['alternative hip hop', 'battle rap', 'boom bap', 'hardcore hip hop']"
Sunn 0))),"['avant-garde metal', 'doom metal', 'drone', 'drone metal', 'dub metal', 'experimental', 'post-doom metal', 'post-metal']"
Garry Sandhu,"['desi pop', 'punjabi pop']"
Justin Bieber Featuring Ludacris,"['canadian pop', 'pop']"
Axis,['blackened hardcore']
Kenny Chesney Featuring P!nk,"['contemporary country', 'country', 'country road']"
Rascal Flatts,"['contemporary country', 'country', 'country road']"
Joey Trap,"['dark trap', 'san diego rap', 'underground hip hop', 'vapor trap', 'viral rap']"
Jessie J,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
Shakira Featuring Dizzee Rascal,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Momentum,['neo-crust']
Hunter Hayes Featuring Jason Mraz,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop', 'post-teen pop']"
Zomboy,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'glitch']"
Trippie Redd Featuring Kodie Shane,"['melodic rap', 'rap', 'trap']"
Young Thug,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']"
Badshah,"['desi hip hop', 'desi pop', 'desi trap', 'haryanvi pop', 'modern bollywood']"
Katie Noel,"['country rap', 'redneck']"
Larz-Kristerz,"['classic swedish pop', 'dansband', 'danspunk']"
Anthem Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']"
Sage The Gemini Featuring Nick Jonas,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop']"
Taylor Swift Featuring Ed Sheeran & Future,['pop']
Morgan Wallen,['contemporary country']
Tove Lo,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
Ondskapt,"['black metal', 'chaotic black metal', 'dark black metal', 'pagan black metal', 'swedish black metal', 'swedish metal', 'voidgaze']"
Rae Sremmurd,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ballet L'école,['ballet class']
Timonkey,['glitch hop']
Olamide,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
Sarah Slean,"['canadian indie', 'canadian singer-songwriter', 'lilith']"
Lil Peep & XXXTENTACION,"['emo rap', 'lgbtq+ hip hop']"
Calvin Harris Featuring Kehlani & Lil Yachty,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
Alice Merton,[]
Niall Horan,"['dance pop', 'pop', 'post-teen pop']"
Rita Ora,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']"
Down To The Bone,"['acid jazz', 'smooth jazz']"
Post Malone Featuring DaBaby,"['dfw rap', 'melodic rap', 'rap']"
Misery Index,"['brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'technical death metal']"
Fat Joe & Dre Featuring Eminem & Mary J. Blige,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Birdman Featuring Lil Wayne & Drake,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
Tommy James & The Shondells,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
YBN Nahmir,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
Panjabi MC,"['bhangra', 'classic bhangra', 'desi hip hop', 'desi pop']"
"Dreamville Featuring J. Cole, Lute & DaBaby","['hip hop', 'rap', 'underground hip hop']"
Ludacris Featuring Kelly Rowland,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']"
Eure Mütter,"['german rock', 'kabarett']"
Harry Belafonte,"['adult standards', 'brill building pop', 'calypso', 'lounge']"
I LOVE MAKONNEN Featuring Drake,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop']"
Rixton,"['pop', 'pop rock', 'post-teen pop']"
Cardi B & Bruno Mars,"['dance pop', 'pop', 'pop rap', 'rap']"
Malukah,['video game music']
Zendaya,"['dance pop', 'pop', 'post-teen pop']"
Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Trippie Redd Featuring Lil Baby & Lil Duke,"['melodic rap', 'rap', 'trap']"
Nicky Jam X Ozuna,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
La Roux,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']"
Drake Featuring 21 Savage,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Rodney Atkins,"['contemporary country', 'country', 'country road', 'modern country rock']"
Pegassi,['future house']
Deathening,"['gothenburg metal', 'swedish melodeath']"
Kenny Chesney & Tim McGraw,"['contemporary country', 'country', 'country road']"
Kromestar,"['classic dubstep', 'deep dubstep', 'purple sound', 'uk bass']"
Shiro Schwarz,"['funk mexicano', 'future funk', 'synth funk']"
PØLI,['spanish techno']
Afrojack Featuring Chris Brown,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
The Chainsmokers Featuring Emily Warren,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
NLE Choppa,['memphis hip hop']
York,"['german techno', 'german trance', 'progressive house', 'trance', 'uplifting trance']"
Sass Dragons,['chicago punk']
Macklemore & Ryan Lewis Featuring Wanz,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
Lil Wayne Featuring Rick Ross,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Les Baxter,"['adult standards', 'classic soundtrack', 'easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']"
Astronautalis,"['abstract hip hop', 'experimental hip hop', 'underground rap']"
Freedom Call,"['german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic power metal']"
iLoveMemphis,['chicago bop']
Mika Singh,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']"
Sugluk,['canadian psychedelic']
The Hush Sound,"['baroque pop', 'chicago indie', 'piano rock']"
Abney Park,"['dark cabaret', 'steampunk']"
Gotye Featuring Kimbra,['australian pop']
Quavo Featuring 21 Savage,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Flume Featuring Kai,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']"
Future Featuring Drake,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Owl City & Carly Rae Jepsen,"['indietronica', 'modern rock', 'pop', 'pop rock']"
Sick Puppies,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']"
Calvin Harris Featuring John Newman,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
K-Drama,"['christian hip hop', 'christian trap', 'gospel rap']"
Late,"['cinematic dubstep', 'future garage', 'substep']"
Ariana Grande,"['dance pop', 'pop']"
Ghost Town DJ's,['atlanta bass']
Kane Brown,"['black americana', 'contemporary country', 'country road']"
Chris Young Featuring Vince Gill,"['contemporary country', 'country', 'country road', 'modern country rock']"
Broken Social Scene,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chillwave', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
Fifth Harmony Featuring Kid Ink,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Neha Kakkar,"['desi pop', 'filmi', 'modern bollywood']"
Edens Edge,"['contemporary country', 'country dawn', 'country road', 'modern country rock']"
Jay-Z + Swizz Beatz,"['east coast hip hop', 'hip hop', 'rap']"
Phillip Phillips,"['folk-pop', 'modern rock', 'neo mellow', 'pop rock']"
Kris Allen,"['acoustic pop', 'idol', 'indiecoustica', 'neo mellow', 'post-teen pop']"
Snow Patrol Featuring Martha Wainwright,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
Echosmith,"['dance pop', 'indie poptimism', 'pop rock']"
Cynic,"['death metal', 'djent', 'florida death metal', 'jazz metal', 'miami metal', 'progressive metal', 'technical death metal']"
Nicki Minaj Featuring Beyonce,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
Nathan Salsburg,"['american primitive', 'drone folk', 'indie folk', 'kentucky roots', 'pastoral']"
Inigo Montoya,['french indietronica']
Tekno,"['afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
Idina Menzel,"['hollywood', 'show tunes']"
The New Rob Van Bavel Trio,['dutch jazz']
David Guetta Featuring Jennifer Hudson,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Fireboy DML,['afro dancehall']
Bhad Bhabie,"['pop', 'pop rap', 'social media pop', 'trap queen', 'viral rap']"
Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
Opetaia Foa'i & Lin-Manuel Miranda,[]
Napalm Death,"['alternative metal', 'birmingham metal', 'british death metal', 'british grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'metal']"
Meek Mill Featuring Fabolous & Anuel AA,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ornette Coleman,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'japanese jazz', 'jazz', 'jazz fusion', 'jazz saxophone', 'uk contemporary jazz']"
Pitbull & Ne-Yo,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Earl Sweatshirt,"['alternative hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']"
TM Juke,"['electronica', 'ninja', 'nu jazz', 'turntablism']"
SEU Worship,"['anthem worship', 'ccm', 'world worship']"
Tyga Featuring Chris Richardson,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mary Lou Lord,"['alternative pop', 'boston rock', 'lilith']"
DJ T.,"['deep disco house', 'frankfurt electronic']"
Endtime Odyssey,['belgian metal']
The FiNATTiCZ,[]
Jason Mraz,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Eazy-E,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
Randy Houser,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
The 1975,"['modern alternative rock', 'modern rock', 'pop', 'rock']"
Lloyd Featuring Andre 3000 & Lil Wayne,"['dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Rend Collective,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Saib,"['chillhop', 'japanese chillhop', 'lo-fi beats']"
RaeLynn,"['contemporary country', 'country', 'country pop', 'deep talent show']"
Greensky Bluegrass,"['banjo', 'bluegrass', 'jam band', 'jamgrass', 'midwest americana', 'new americana', 'progressive bluegrass', 'roots rock']"
Jessie J Featuring 2 Chainz,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
CAPYAC,"['austindie', 'indie soul', 'new french touch', 'nu disco']"
Street Dogs,"['boston punk', 'oi', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']"
Eli Keszler,"['art pop', 'deconstructed club', 'fourth world', 'free improvisation', 'mandible', 'microhouse', 'outsider house', 'sound art']"
E.C. Illa,['chicago rap']
Calypso Rose,"['calypso', 'trinidadian reggae']"
Michael Vincent Waller,"['minimalism', 'post-minimalism']"
The Raveonettes,"['danish alternative rock', 'danish rock', 'dream pop', 'indie rock', 'modern dream pop']"
5 Seconds Of Summer,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Heavee,['footwork']
Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
Crimson Dawn,"['epic doom', 'italian doom metal']"
Tiesto & Dzeko Featuring Preme & Post Malone,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
Somewhere Off Jazz Street,['dark jazz']
Marc Kiss,['german dance']
Trace Adkins,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']"
Montgomery Gentry,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Rico Love,['pop r&b']
Jubin Nautiyal,"['desi pop', 'filmi', 'hare krishna', 'modern bollywood']"
Arijit Singh,"['desi pop', 'filmi', 'modern bollywood']"
Lil' Duval Featuring Snoop Dogg & Ball Greezy,"['florida rap', 'hip hop']"
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
Sparkly Night,['future funk']
Demi Lovato,"['dance pop', 'pop', 'post-teen pop']"
Dave Matthews Band,"['jam band', 'neo mellow', 'pop rock']"
Fifth Harmony Featuring Fetty Wap,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Offset Featuring Cardi B,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Glee Cast Featuring Olivia Newton-John,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']"
György Ligeti,"['avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'hungarian contemporary classical', 'laboratorio']"
Quartz,['vintage french electronic']
Snoop Dogg Featuring The-Dream,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Britney Spears & Iggy Azalea,"['dance pop', 'pop', 'post-teen pop']"
ill.gates,['glitch hop']
Rhiannon Bannenberg,['focus']
"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
The Living End,"['australian alternative rock', 'australian rock', 'australian ska', 'punk', 'skate punk']"
Skales,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian pop']"
Swutscher,"['german indie', 'german indie rock', 'hamburg indie']"
Duke Dumont,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']"
Psyanide,['greek metal']
OneRepublic,"['dance pop', 'piano rock', 'pop', 'pop rock']"
Ski Mask The Slump God,"['miami hip hop', 'rap']"
Philip Glass,"['american contemporary classical', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
David Arnold,"['british soundtrack', 'scorecore', 'soundtrack']"
2 Chainz & Wiz Khalifa,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Crossface,['boston hardcore']
Brad Paisley,"['contemporary country', 'country', 'country road']"
Bryce Vine,"['pop', 'pop rap']"
Mew,"['danish alternative rock', 'danish rock', 'dream pop', 'melancholia']"
Giya Kancheli,"['avant-garde', 'caucasian classical', 'compositional ambient', 'contemporary classical', 'minimalism']"
Danielle Bradbery,"['contemporary country', 'country', 'country pop']"
Ramon Ayala Y Sus Bravos Del Norte,"['musica mexicana', 'norteno']"
Kenneth G,['dutch house']
Android Apartment,['future funk']
Future Breeze,"['acid trance', 'bubble trance', 'dream trance', 'german techno', 'german trance']"
Vicci Martinez,['deep talent show']
Flo Rida Featuring Sia,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Víkingur Ólafsson,"['classical piano', 'nordic classical piano']"
Hord,['cyber metal']
Becky G,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
one sonic society,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'world worship', 'worship']"
John Tavener,['classical countertenor']
Whitney Houston,"['dance pop', 'pop', 'urban contemporary']"
Waka Flocka Flame Featuring Drake,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Empire Of The Sun,"['alternative dance', 'australian dance', 'australian electropop', 'dance rock', 'electropop', 'indietronica', 'neo-synthpop', 'new rave']"
Miranda Cosgrove,"['pop', 'post-teen pop']"
Tall Black Guy,"['alternative r&b', 'bass trip', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']"
Edo. G,"['alternative hip hop', 'boom bap', 'boston hip hop', 'hardcore hip hop', 'turntablism', 'underground rap']"
Waldeck,"['downtempo', 'electro jazz', 'electro swing', 'electronica', 'nu jazz', 'trip hop']"
Hot Hot Heat,"['alternative dance', 'alternative rock', 'canadian rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'victoria bc indie']"
Brutality,['florida death metal']
"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne","['dance pop', 'pop rap']"
Ramallah,"['boston hardcore', 'hardcore']"
Tipling Rock,['boston indie']
Chris Brown Featuring Usher & Rick Ross,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Emperor,"['black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal', 'technical black metal', 'viking metal']"
Teni,"['afropop', 'azontobeats', 'nigerian pop']"
Willie Thrasher,['canadian indigenous']
Ciara Featuring Ludacris,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']"
Patti Smith,"['art punk', 'art rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']"
Bazzi,"['dance pop', 'electropop', 'pop']"
Zedd & Alessia Cara,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Kelsea Ballerini,"['contemporary country', 'country', 'pop']"
Splatinum,['glitch hop']
Tunes of Negation,['uk experimental electronic']
